station_id,station_name,latitude,longitude,zone,lines,mode,mnlc,masc,station,coverage,source,entries_monday,entries_midweek,entries_friday,entries_saturday,entries_sunday,exits_monday,exits_midweek,exits_friday,exits_saturday,exits_sunday,weekly_total,twelve_week_total,annualised_total
940GZZLUSKW,Stockwell,51.472184,-0.122644,2,Northern|Victoria,LU,716,STKu,Stockwell,Station entry/exit,Gateline,10775,13141,13083,12691,8019,9955,11377,11821,11431,7709,159040,1818810,7381051
940GZZLUSGP,Stonebridge Park,51.543959,-0.275892,3,Bakerloo,LU,717,SPKu,Stonebridge Park,Station entry/exit,Gateline,4026,4373,4297,3069,1995,3880,4076,4061,2794,1941,51410,587935,2385943
940GZZLUSTD,Stratford,51.541806,-0.003458,2/3,Central|Jubilee,LU,719,SFDu,Stratford,Station entry/exit,Gateline,77595,86452,85539,85167,72138,78815,88129,87703,87807,73142,1171649,13399176,54376225
940GZZLUSUH,Sudbury Hill,51.556946,-0.336435,4,Piccadilly,LU,720,SHLu,Sudbury Hill,Station entry/exit,Gateline,2787,2939,2814,1754,1251,2777,2934,2662,2044,1447,35158,402076,1631696
940GZZLUSUT,Sudbury Town,51.550815,-0.315745,4,Piccadilly,LU,721,STNu,Sudbury Town,Station entry/exit,Gateline,2777,2844,2852,2226,1266,2572,2527,2527,1863,1312,33507,383192,1555062
940GZZLUSWC,Swiss Cottage,51.543681,-0.174894,2,Jubilee,LU,723,SWCu,Swiss Cottage,Station entry/exit,Gateline,8467,9320,9030,6291,4790,8420,9257,9006,6310,4789,112832,1290370,5236551
940GZZLUTMP,Temple,51.511006,-0.11426,1,Circle|District,LU,724,TEMu,Temple,Station entry/exit,Gateline,11349,13889,10927,6283,2907,12181,15189,12598,5528,2891,151899,1737144,7049636
940GZZLUTHB,Theydon Bois,51.671759,0.103085,6,Central,LU,725,THBu,Theydon Bois,Station entry/exit,Gateline,1109,1310,1190,1074,761,1070,1242,1139,1031,796,15822,180943,734300
940GZZLUTBC,Tooting Bec,51.435678,-0.159736,3,Northern,LU,726,TBEu,Tooting Bec,Station entry/exit,Gateline,8999,10971,10345,9832,6258,8891,10752,9784,9117,6602,134997,1543849,6265211
940GZZLUTBY,Tooting Broadway,51.42763,-0.168374,3,Northern,LU,727,TBYu,Tooting Broadway,Station entry/exit,Gateline,18228,21092,21939,19108,11912,18032,20974,21371,18352,11989,267128,3054924,12397420
940GZZLUTCR,Tottenham Court Road,51.516426,-0.13041,1,Central|Northern,LU,728,TCRu,Tottenham Court Road,Station entry/exit,Gateline,76971,98353,96936,101538,55385,76687,101483,99221,102928,56204,1265377,14471069,58726155
940GZZLUTMH,Tottenham Hale,51.588108,-0.060241,3,Victoria,LU,729,TTHu,Tottenham Hale LU,Station entry/exit,Gateline,19894,22397,21686,21799,16562,19260,20773,20716,20624,15232,285282,3262533,13239937
940GZZLUTAW,Totteridge & Whetstone,51.630597,-0.17921,4,Northern,LU,730,TOTu,Totteridge & Whetstone,Station entry/exit,Gateline,3097,3629,3258,2716,1801,2936,3535,3202,2540,1821,42866,490220,1989399
940GZZLUTWH,Tower Hill,51.509971,-0.076546,1,Circle|District,LU,731,THLu,Tower Hill,Station entry/exit,Gateline,23546,23885,24471,19258,17176,24591,25202,26861,22221,17080,322465,3687769,14965619
940GZZLUTFP,Tufnell Park,51.556822,-0.138433,2,Northern,LU,733,TPKu,Tufnell Park,Station entry/exit,Gateline,6619,8474,8489,7690,4975,6494,8333,8040,7176,5159,105063,1201520,4875982
940GZZLUTNG,Turnham Green,51.495148,-0.254555,2+3,District|Piccadilly,LU,734,TGRu,Turnham Green,Station entry/exit,Gateline,6824,8098,7674,6061,4700,6948,8316,8073,6255,4703,100481,1149114,4663306
940GZZLUTPN,Turnpike Lane,51.590272,-0.102953,3,Piccadilly,LU,735,TPLu,Turnpike Lane,Station entry/exit,Gateline,11732,12929,13564,11949,8384,12261,13708,13475,11446,8553,171276,1958737,7948900
940GZZLUUPM,Upminster,51.559063,0.250882,6,District,LU,736,UPMu,Upminster,Station entry/exit,Gateline,6957,8470,6883,5329,3468,7956,9681,7884,5875,4062,102867,1176401,4774045
940GZZLUUPB,Upminster Bridge,51.55856,0.235809,6,District,LU,737,UPBu,Upminster Bridge,Station entry/exit,Gateline,1449,1672,1393,815,459,1467,1656,1386,641,482,18076,206723,838918
940GZZLUUPY,Upney,51.538372,0.10153,4,District,LU,738,UPYu,Upney,Station entry/exit,Gateline,3903,4181,3996,2298,1930,3465,3689,3428,2057,1709,46394,530573,2153159
940GZZLUUPK,Upton Park,51.53534,0.035263,3,District|Hammersmith & City,LU,739,UPKu,Upton Park,Station entry/exit,Gateline,14060,14868,14837,10815,9249,13516,14190,13922,10488,8901,182962,2092386,8491273
940GZZLUUXB,Uxbridge,51.546565,-0.477949,6,Metropolitan|Piccadilly,LU,740,UXBu,Uxbridge,Station entry/exit,Gateline,9381,10043,9332,6232,3653,9368,9977,9265,5790,3692,116775,1335454,5419509
